ID,Type,Amount,Price,RP,Smallsell,PV
0,Sell,700,67.6966336801,64,1,0.0
1,Sell,400,68.1182038877,40,1,0.0
2,Sell,300,67.9621992209,47,1,0.0
3,Sell,700,68.1040012053,42,1,0.0
4,Buy,8000,67.8942217633,60,0,4073.6533057973
5,Sell,5600,67.9537828157,69,0,0.0
6,Sell,400,68.1052989809,74,1,0.0
7,Sell,600,68.1441516466,78,1,0.0
8,Sell,500,67.9149410342,54,1,0.0
9,Sell,700,67.2618782921,46,1,0.0
10,Buy,6000,68.1824889775,72,0,4909.1392063782
11,Sell,5200,68.1862830202,90,0,0.0
12,Buy,8000,67.6686540654,80,0,5413.4923252342
13,Sell,400,67.8409775012,55,1,0.0
14,Buy,6000,67.5191892293,48,0,3240.9210830058
15,Sell,300,68.1539001098,46,1,0.0
16,Sell,700,67.5328156783,95,1,0.0
17,Sell,400,67.6697166441,92,1,0.0
18,Sell,500,67.8624482498,59,1,0.0
19,Sell,400,67.094284438,80,1,0.0
20,Buy,4000,67.8201197729,44,0,2984.0852700071
21,Sell,400,68.0150156592,92,1,0.0
22,Sell,300,67.7706785763,59,1,0.0
23,Sell,600,67.9124996654,60,1,0.0
24,Sell,600,68.1863009767,71,1,0.0
25,Sell,300,68.430631175,83,1,0.0
26,Sell,400,67.9213348445,86,1,0.0
27,Sell,300,68.1405400257,62,1,0.0
28,Buy,6000,68.0304161912,92,0,6258.7982895937
29,Sell,300,67.9054100494,81,1,0.0
30,Sell,5600,67.9140951537,69,0,0.0
31,Sell,600,67.8992915945,86,1,0.0
32,Buy,8000,67.7392129083,51,0,3454.6998583229
33,Sell,400,68.198122471,66,1,0.0
34,Sell,700,68.0113702528,92,1,0.0
35,Buy,8000,68.2981652173,100,0,6829.8165217333
36,Sell,4000,68.3159932507,89,0,0.0
37,Sell,700,68.1563761098,54,1,0.0
38,Sell,5200,68.1189104464,96,0,0.0
39,Sell,300,67.5799611251,46,1,0.0
40,Sell,5600,68.4638072699,75,0,0.0
41,Buy,6000,68.5245369251,71,0,4865.2421216807
42,Sell,500,68.1128043549,70,1,0.0
43,Sell,400,68.071400641,68,1,0.0
44,Sell,400,67.7423831428,74,1,0.0
45,Sell,400,68.2049854992,86,1,0.0
46,Sell,4400,68.3608483978,59,0,0.0
47,Sell,500,68.2694753211,43,1,0.0
48,Buy,5500,67.7814681355,52,0,3524.6363430455
49,Buy,9000,68.4281253589,43,0,2942.4093904307
50,Sell,600,67.8278611208,57,1,0.0
51,Buy,6000,68.2313570499,74,0,5049.1204216923
52,Sell,600,67.6985044068,97,1,0.0
53,Sell,700,67.3464331605,47,1,0.0
54,Sell,600,68.2296535983,78,1,0.0
55,Sell,4000,68.3272158329,60,0,0.0
56,Sell,500,68.3193360282,78,1,0.0
57,Sell,300,67.5523947821,72,1,0.0
58,Sell,400,67.8531779318,44,1,0.0
59,Sell,400,68.2462010695,60,1,0.0
60,Sell,300,67.807959699,72,1,0.0
61,Sell,700,68.0743765318,79,1,0.0
62,Sell,600,68.0170139,90,1,0.0
63,Sell,600,67.7979436623,86,1,0.0
64,Sell,700,68.0387276893,66,1,0.0
65,Sell,5200,68.269679832,53,0,0.0
66,Sell,600,67.7663454377,69,1,0.0
67,Sell,400,67.6428672278,73,1,0.0
68,Sell,4000,68.0854062533,89,0,0.0
69,Sell,500,67.9197375717,60,1,0.0
70,Sell,300,68.0131967891,85,1,0.0
71,Sell,500,68.425756602,70,1,0.0
72,Sell,700,67.9191362871,50,1,0.0
73,Sell,5600,67.9584905903,68,0,0.0
74,Sell,300,67.6836998099,66,1,0.0
75,Sell,5200,68.4552010348,44,0,0.0
76,Sell,4000,68.0600765847,91,0,0.0
77,Buy,5000,67.7577164911,89,0,6030.4367677049
78,Sell,5200,68.0558181215,82,0,0.0
79,Buy,4000,68.0223425768,81,0,5509.8097487231
80,Sell,6000,67.9507120014,91,0,0.0
81,Sell,500,67.5679586714,80,1,0.0
82,Sell,4400,68.2024138939,50,0,0.0
83,Sell,700,67.9587726633,81,1,0.0
84,Sell,400,67.9949519604,83,1,0.0
85,Buy,8500,67.6284178688,44,0,2975.6503862259
86,Buy,7000,67.736211377,76,0,5147.9520646522
87,Buy,7000,67.7091528379,54,0,3656.2942532449
88,Sell,300,67.361767614,70,1,0.0
89,Buy,4500,67.5926648871,40,0,2703.7065954839
90,Sell,5600,67.8150100598,81,0,0.0
91,Sell,400,67.6507351342,48,1,0.0
92,Sell,400,67.4966805647,45,1,0.0
93,Sell,400,67.7121799632,55,1,0.0
94,Buy,5000,68.1315497779,95,0,6472.4972288973
95,Sell,600,68.1293579597,86,1,0.0
96,Sell,300,68.22065064,80,1,0.0
97,Sell,400,68.0341571066,75,1,0.0
98,Sell,300,67.7728158338,49,1,0.0
99,Sell,700,67.5987323096,78,1,0.0
100,Sell,4400,68.3558869926,92,0,0.0
101,Sell,500,68.2772450384,88,1,0.0
102,Sell,300,68.1051172247,73,1,0.0
103,Sell,500,67.7016176071,48,1,0.0
104,Sell,400,68.0917486903,49,1,0.0
105,Sell,500,67.7525828762,96,1,0.0
106,Sell,400,67.6741954972,79,1,0.0
107,Sell,500,67.8237498596,81,1,0.0
108,Sell,300,68.2228208134,71,1,0.0
109,Sell,6000,68.2773604891,80,0,0.0
110,Sell,4400,67.8357080479,80,0,0.0
111,Sell,300,67.5073492321,80,1,0.0
112,Sell,500,68.4196248337,61,1,0.0
113,Sell,400,68.0514936709,78,1,0.0
114,Sell,600,67.9829796882,85,1,0.0
115,Sell,400,68.4485903531,74,1,0.0
116,Sell,5600,67.7802096425,78,0,0.0
117,Sell,300,67.7952337411,93,1,0.0
118,Buy,8000,68.1377519785,75,0,5110.3313983844
119,Buy,6500,67.9525068685,85,0,5775.9630838262
120,Sell,700,68.1116835535,71,1,0.0
121,Buy,8000,67.2354177065,70,0,4706.4792394528
122,Sell,700,68.0719363417,95,1,0.0
123,Buy,6500,68.0352909759,65,0,4422.2939134345
124,Sell,700,67.9951395479,99,1,0.0
125,Sell,500,68.270838934,72,1,0.0
126,Buy,9000,68.4421938437,69,0,4722.5113752143
127,Sell,700,68.0566776796,45,1,0.0
128,Buy,6000,68.2200693943,68,0,4638.964718812
129,Sell,600,68.051744472,51,1,0.0
130,Buy,7000,67.739218474,70,0,4741.7452931794
131,Sell,500,67.7622705516,74,1,0.0
132,Sell,500,68.2071112014,57,1,0.0
133,Buy,8500,67.9346898668,40,0,2717.3875946715
