ID,Type,Amount,Price,RP,Smallsell,PV
0,Sell,5200,68.1162760474,51,0,0.0
1,Sell,600,67.5793892385,80,1,0.0
2,Sell,700,68.0913106812,42,1,0.0
3,Sell,600,68.4844920014,46,1,0.0
4,Sell,300,67.7715762338,81,1,0.0
5,Sell,5600,67.9246304386,91,0,0.0
6,Sell,500,68.2142591429,86,1,0.0
7,Buy,4000,67.8774366611,88,0,5973.214426179
8,Sell,6000,67.8108498157,80,0,0.0
9,Sell,300,68.3323189244,40,1,0.0
10,Sell,400,68.1605265477,97,1,0.0
11,Sell,600,68.1308027004,99,1,0.0
12,Sell,5600,68.6585034573,77,0,0.0
13,Sell,4400,67.7065092427,83,0,0.0
14,Sell,500,67.9548317847,73,1,0.0
15,Sell,700,67.9458836242,57,1,0.0
16,Sell,700,67.7244064695,43,1,0.0
17,Sell,700,67.7934613836,52,1,0.0
18,Sell,300,67.8094288887,97,1,0.0
19,Buy,5000,67.7964473718,83,0,5627.1051318617
20,Sell,400,68.2418661702,75,1,0.0
21,Sell,400,67.7956187197,63,1,0.0
22,Sell,700,68.3466751905,47,1,0.0
23,Sell,4000,68.0054803346,85,0,0.0
24,Buy,5500,68.0194168624,40,0,2720.7766744976
25,Buy,9000,68.233191452,66,0,4503.390635835
26,Sell,300,68.2828237479,99,1,0.0
27,Sell,4800,68.0857604305,62,0,0.0
28,Sell,300,67.9152089389,68,1,0.0
29,Sell,700,68.6469471803,78,1,0.0
30,Sell,600,67.9958775546,75,1,0.0
31,Sell,600,68.0552151772,50,1,0.0
32,Sell,300,67.8695707948,85,1,0.0
33,Sell,400,68.2274108676,57,1,0.0
34,Sell,700,67.6094198425,68,1,0.0
35,Buy,9000,67.8584391176,40,0,2714.3375647035
36,Sell,500,68.2548570217,79,1,0.0
37,Sell,500,67.6959301215,83,1,0.0
38,Sell,5600,67.8017229346,66,0,0.0
39,Buy,9000,68.4889697896,64,0,4383.2940665348
40,Sell,300,67.4100111676,49,1,0.0
41,Sell,4400,68.2686869318,55,0,0.0
42,Sell,400,68.1412603493,84,1,0.0
43,Sell,6000,68.1896789084,71,0,0.0
44,Sell,300,68.1281887726,45,1,0.0
45,Sell,600,68.0498295353,89,1,0.0
46,Sell,600,67.8607317761,69,1,0.0
47,Buy,5000,68.517055573,91,0,6235.05205714
48,Sell,300,68.125568426,81,1,0.0
49,Sell,400,67.8515047009,66,1,0.0
50,Buy,6000,68.1229754242,76,0,5177.3461322378
51,Sell,300,68.6087376026,64,1,0.0
52,Sell,600,68.4958797388,68,1,0.0
53,Sell,600,67.8556746386,82,1,0.0
54,Sell,500,67.8347802896,62,1,0.0
55,Sell,4800,67.1646679007,59,0,0.0
56,Buy,6000,67.9393162498,98,0,6658.0529924761
57,Sell,700,67.5920220463,82,1,0.0
58,Sell,600,68.3070528617,92,1,0.0
59,Buy,7000,68.2633005817,60,0,4095.7980349036
60,Buy,7500,67.8097467909,81,0,5492.5894900604
61,Sell,300,68.0279997329,81,1,0.0
62,Buy,9000,67.9114730912,64,0,4346.334277837
63,Sell,700,67.896755213,80,1,0.0
64,Sell,700,68.2617837186,100,1,0.0
65,Sell,4800,67.5227435634,91,0,0.0
66,Buy,5000,67.3690550614,58,0,3907.4051935632
67,Sell,300,67.4243621285,51,1,0.0
68,Sell,700,67.7822395721,49,1,0.0
69,Sell,4400,67.9181727798,85,0,0.0
70,Sell,400,68.0246712217,93,1,0.0
71,Sell,6000,67.7482500995,90,0,0.0
72,Sell,4400,68.435454844,73,0,0.0
73,Sell,300,67.9534504702,94,1,0.0
74,Sell,700,68.0355811241,52,1,0.0
75,Sell,5200,67.800194074,96,0,0.0
76,Sell,300,67.5647869937,70,1,0.0
77,Sell,600,67.8649303106,71,1,0.0
78,Sell,500,68.0536202433,91,1,0.0
79,Sell,400,68.0005716268,74,1,0.0
80,Sell,700,68.1877258347,44,1,0.0
81,Sell,400,67.7082803343,90,1,0.0
82,Sell,700,67.431991881,52,1,0.0
83,Sell,600,67.7866496888,75,1,0.0
84,Sell,500,68.2204646019,40,1,0.0
85,Sell,500,67.8816665206,97,1,0.0
86,Sell,500,68.3280088075,96,1,0.0
87,Sell,500,68.0925315642,41,1,0.0
88,Sell,300,67.3912435096,52,1,0.0
89,Sell,600,67.9749870939,63,1,0.0
90,Sell,400,67.9200989205,79,1,0.0
91,Buy,5000,67.1911014474,83,0,5576.861420132
92,Sell,600,67.9905004667,51,1,0.0
93,Sell,500,67.8584796643,87,1,0.0
94,Sell,300,68.021824743,98,1,0.0
95,Sell,600,67.8492218699,94,1,0.0
96,Sell,500,67.8213416801,54,1,0.0
97,Sell,5200,67.9104951025,80,0,0.0
98,Sell,600,67.9621674042,79,1,0.0
99,Buy,4000,67.4191468641,85,0,5730.6274834507
100,Sell,700,67.8253742725,71,1,0.0
101,Sell,600,68.0062766769,40,1,0.0
102,Sell,5200,67.9273684305,69,0,0.0
103,Sell,600,67.5677570097,83,1,0.0
104,Sell,300,67.8744110572,79,1,0.0
105,Sell,300,68.0871935519,42,1,0.0
106,Sell,400,67.4070873959,57,1,0.0
107,Sell,400,67.9426990995,68,1,0.0
108,Buy,6500,67.5983290702,61,0,4123.4980732847
109,Sell,300,68.1750567517,87,1,0.0
110,Sell,400,67.3307236209,75,1,0.0
111,Buy,7500,68.3739605943,93,0,6358.7783352654
112,Sell,300,68.0459797087,94,1,0.0
113,Buy,5500,68.6223191011,51,0,3499.7382741583
114,Buy,6500,67.7750054261,88,0,5964.2004774964
115,Sell,300,67.7881784,67,1,0.0
116,Buy,7500,67.8875953145,79,0,5363.1200298433
117,Sell,300,68.3324888934,53,1,0.0
118,Sell,6000,67.8605632676,61,0,0.0
119,Buy,4500,68.3146751575,51,0,3484.0484330311
120,Sell,300,67.5304272864,71,1,0.0
121,Sell,400,67.7769866294,83,1,0.0
122,Sell,4800,68.5554151177,73,0,0.0
123,Buy,7000,67.8413646568,71,0,4816.736890631
124,Buy,7500,67.7714342837,77,0,5218.4004398429
125,Sell,4000,67.5730266657,88,0,0.0
126,Sell,300,67.8320767869,55,1,0.0
127,Buy,5000,68.0204732213,91,0,6189.8630631369
128,Sell,700,67.8340964397,85,1,0.0
129,Sell,600,68.377943034,54,1,0.0
130,Sell,6000,67.5812820782,81,0,0.0
131,Sell,400,68.0292782371,71,1,0.0
132,Buy,5500,67.9463346354,61,0,4144.7264127579
133,Buy,7500,68.0163548303,87,0,5917.4228702362
134,Sell,4800,67.8121059279,73,0,0.0
135,Sell,500,67.8174005734,53,1,0.0
136,Sell,5600,67.9527191811,75,0,0.0
137,Sell,400,68.4693574598,47,1,0.0
138,Buy,6500,67.8608813368,56,0,3800.2093548607
139,Sell,6000,67.832478397,87,0,0.0
140,Sell,400,67.8808528171,87,1,0.0
141,Sell,600,68.1823726373,72,1,0.0
142,Sell,4800,67.7155283421,79,0,0.0
143,Sell,4800,68.43213682,46,0,0.0
144,Sell,600,67.682413949,70,1,0.0
145,Sell,400,68.0532479825,83,1,0.0
146,Sell,500,68.0483643639,77,1,0.0
147,Buy,9000,67.8348085746,92,0,6240.8023888588
