ID,Type,Amount,Price,RP,Smallsell,PV
0,Sell,6000,68.1221512499,84,0,0.0
1,Sell,500,68.5027968942,93,1,0.0
2,Sell,5200,68.1873789377,88,0,0.0
3,Sell,6000,67.785548292,60,0,0.0
4,Sell,300,67.9388973662,79,1,0.0
5,Sell,300,67.9033280897,44,1,0.0
6,Sell,600,67.7947116152,78,1,0.0
7,Sell,5600,67.6442084768,46,0,0.0
8,Sell,700,68.3539575033,61,1,0.0
9,Sell,500,67.8622668837,99,1,0.0
10,Sell,4000,67.825439941,41,0,0.0
11,Sell,400,68.173943443,45,1,0.0
12,Buy,6000,68.3002011363,72,0,4917.6144818159
13,Sell,4400,67.5987629849,97,0,0.0
14,Sell,600,67.6455795163,54,1,0.0
15,Sell,300,68.1468643815,43,1,0.0
16,Sell,700,67.4735993624,57,1,0.0
17,Sell,5200,67.8820504852,69,0,0.0
18,Buy,9000,68.30791972,44,0,3005.548467681
19,Sell,5200,68.2927653809,74,0,0.0
20,Sell,300,68.0191152944,60,1,0.0
21,Sell,4400,67.9800537008,54,0,0.0
22,Sell,400,68.450947892,55,1,0.0
23,Buy,4500,67.9385610182,59,0,4008.3751000766
24,Sell,4000,67.6152921072,61,0,0.0
25,Sell,700,67.8764103774,77,1,0.0
26,Sell,400,67.9037358779,97,1,0.0
27,Sell,600,68.1968708628,41,1,0.0
28,Sell,4400,68.2099454871,61,0,0.0
29,Buy,9000,68.1195275923,48,0,3269.7373244304
30,Buy,7000,68.1265634316,61,0,4155.7203693268
31,Sell,400,67.7992335688,88,1,0.0
32,Sell,4400,67.520659565,49,0,0.0
33,Sell,4000,67.7992517989,50,0,0.0
34,Sell,4000,68.5248231505,57,0,0.0
35,Buy,7000,68.0811219564,60,0,4084.8673173811
36,Buy,4500,67.8646196454,74,0,5021.9818537591
37,Sell,600,68.2426625507,92,1,0.0
38,Sell,300,67.7401010681,85,1,0.0
39,Sell,300,67.6885723873,68,1,0.0
40,Buy,5000,68.0803042401,80,0,5446.4243392106
41,Sell,500,67.47684105,77,1,0.0
42,Sell,600,68.0617095198,91,1,0.0
43,Sell,4000,67.8369692566,52,0,0.0
44,Sell,300,67.8447176298,80,1,0.0
45,Buy,5500,68.0684362174,97,0,6602.6383130835
46,Sell,400,67.7340095169,60,1,0.0
47,Sell,4400,67.2543234823,79,0,0.0
48,Buy,6000,68.4189950788,98,0,6705.0615177249
49,Sell,700,67.7669704004,40,1,0.0
50,Sell,300,68.0647882125,60,1,0.0
51,Sell,600,68.2665399222,95,1,0.0
52,Sell,400,67.9367557401,73,1,0.0
53,Sell,5200,68.6523809866,62,0,0.0
54,Buy,7500,67.8682061792,48,0,3257.6738965993
55,Sell,700,68.2151989567,42,1,0.0
56,Sell,300,67.7557229436,78,1,0.0
57,Buy,8000,68.0963178218,41,0,2791.9490306924
58,Sell,700,67.7500915071,54,1,0.0
59,Buy,4000,67.5839625617,46,0,3108.8622778392
60,Sell,4000,68.4347428909,57,0,0.0
61,Sell,6000,68.2501680099,77,0,0.0
62,Sell,300,67.8261687529,59,1,0.0
63,Buy,7500,68.1822102941,80,0,5454.5768235304
64,Sell,600,68.6508441261,53,1,0.0
65,Sell,400,67.6266517447,76,1,0.0
66,Sell,500,68.4673047886,72,1,0.0
67,Sell,500,68.6825656653,48,1,0.0
68,Sell,4400,68.2273887507,85,0,0.0
69,Sell,500,68.35601009,51,1,0.0
70,Sell,400,68.0154907984,46,1,0.0
71,Sell,4800,68.339752777,67,0,0.0
72,Sell,300,67.7232932121,59,1,0.0
73,Sell,400,67.9813658392,91,1,0.0
74,Sell,400,67.7899525572,42,1,0.0
75,Sell,600,68.2459611294,60,1,0.0
76,Sell,6000,67.966715954,100,0,0.0
77,Sell,600,67.8410200158,99,1,0.0
78,Buy,9000,67.6719746782,76,0,5143.0700755413
79,Sell,300,67.8725607834,52,1,0.0
80,Sell,600,67.7052473598,43,1,0.0
81,Sell,600,67.9090027094,61,1,0.0
82,Sell,500,68.3008673902,54,1,0.0
83,Buy,8000,68.1038233576,70,0,4767.2676350296
84,Buy,5500,67.9383085736,96,0,6522.0776230701
85,Buy,5500,67.9017780744,92,0,6246.9635828408
86,Sell,700,68.392295837,43,1,0.0
87,Buy,5000,67.6508087425,61,0,4126.6993332914
88,Sell,300,68.0302991379,84,1,0.0
89,Sell,400,67.938339108,72,1,0.0
90,Sell,400,68.2278280192,51,1,0.0
91,Sell,700,68.3087787115,95,1,0.0
92,Sell,300,68.3536289549,51,1,0.0
93,Sell,500,67.9967124149,43,1,0.0
94,Sell,4000,68.3560818419,68,0,0.0
95,Buy,7000,68.309740554,89,0,6079.5669093081
96,Sell,500,68.110313723,71,1,0.0
97,Buy,4500,67.81648927,40,0,2712.6595708
98,Sell,500,67.8993247677,54,1,0.0
99,Sell,300,68.3137337071,80,1,0.0
100,Sell,400,68.2769455288,55,1,0.0
101,Sell,300,67.8944614209,63,1,0.0
102,Sell,4400,67.8440160784,95,0,0.0
103,Sell,400,68.280902323,69,1,0.0
104,Sell,400,68.5493167467,58,1,0.0
105,Sell,4000,68.5401208001,90,0,0.0
106,Sell,500,67.2589894967,91,1,0.0
107,Sell,6000,67.4718141513,67,0,0.0
108,Sell,400,68.1602897101,59,1,0.0
109,Sell,4000,67.7453285909,83,0,0.0
110,Buy,4500,68.3723980613,83,0,5674.909039091
111,Buy,7000,67.2512892002,46,0,3093.5593032101
112,Sell,400,68.1648400282,47,1,0.0
113,Sell,300,67.7846502844,94,1,0.0
114,Sell,300,67.6702630831,47,1,0.0
115,Sell,500,67.8885949606,67,1,0.0
116,Sell,400,67.8473932037,95,1,0.0
117,Sell,6000,67.4539929634,89,0,0.0
118,Buy,8500,68.2383410025,95,0,6482.6423952361
119,Sell,700,68.0409369724,88,1,0.0
120,Sell,4400,67.7592085842,73,0,0.0
121,Sell,5200,68.4151571623,71,0,0.0
122,Sell,500,67.9184104804,91,1,0.0
123,Sell,4400,67.6598032563,65,0,0.0
124,Sell,300,68.3706387126,72,1,0.0
125,Sell,700,68.0355007107,63,1,0.0
126,Sell,4000,67.4932487152,80,0,0.0
127,Sell,5600,68.1359314876,60,0,0.0
